Total_Persons_At_Work,Total,Teleworked_Some_Hours,Teleworked_All_Hours,Did_Not_Telework,Total_Persons_At_Work_Percent,Total_Teleworked_Worked_Home_Percent,Teleworked_Some_Hours_Percent,Teleworked_All_Hours_Percent,Did_Not_Telework_Percent,Teleworked_Hours_Thousands,Avg_Weekly_Hours_Teleworked,Avg_Weekly_Hours_Worked,Telework_Hours_Percent,Telework_Hours_Percent_1,"Employment_Status_Occupation_Management, professional, and related occupations","Employment_Status_Occupation_Natural resources, construction, and maintenance occupations",Employment_Status_Occupation_Nonagricultural industries,"Employment_Status_Occupation_Production, transportation, and material moving occupations",Employment_Status_Occupation_Sales and office occupations,Employment_Status_Occupation_Self-employed workers,Employment_Status_Occupation_Service occupations,"Employment_Status_Occupation_Total, 16 years and over","Employment_Status_Occupation_Wage and salary workers, excluding incorporated self-employed",Employment_Status_Occupation_    Building and grounds cleaning and maintenance occupations,Employment_Status_Occupation_    Construction,Employment_Status_Occupation_    Construction and extraction occupations,Employment_Status_Occupation_    Education and health services,"Employment_Status_Occupation_    Farming, fishing, and forestry occupations",Employment_Status_Occupation_    Financial activities,Employment_Status_Occupation_    Food preparation and serving related occupations,Employment_Status_Occupation_    Full-time workers,Employment_Status_Occupation_    Government,Employment_Status_Occupation_    Healthcare support occupations,Employment_Status_Occupation_    Information,"Employment_Status_Occupation_    Installation, maintenance, and repair occupations",Employment_Status_Occupation_    Leisure and hospitality,"Employment_Status_Occupation_    Management, business, and financial operations occupations",Employment_Status_Occupation_    Manufacturing,"Employment_Status_Occupation_    Mining, quarrying, and oil and gas extraction",Employment_Status_Occupation_    Office and administrative support occupations,Employment_Status_Occupation_    Other services,Employment_Status_Occupation_    Part-time workers,Employment_Status_Occupation_    Personal care and service occupations,Employment_Status_Occupation_    Private industries,Employment_Status_Occupation_    Production occupations,Employment_Status_Occupation_    Professional and business services,Employment_Status_Occupation_    Professional and related occupations,Employment_Status_Occupation_    Protective service occupations,Employment_Status_Occupation_    Public administration,"Employment_Status_Occupation_    Self-employed workers, incorporated","Employment_Status_Occupation_    Self-employed workers, unincorporated",Employment_Status_Occupation_    Transportation and material moving occupations,Employment_Status_Occupation_    Transportation and utilities,Employment_Status_Occupation_    Wholesale and retail trade,Employment_Status_Occupation_     Sales and related occupations,Employment_Status_Occupation_       Accommodation and food services,Employment_Status_Occupation_       Architecture and engineering occupations,"Employment_Status_Occupation_       Arts, design, entertainment, sports, and media occupations","Employment_Status_Occupation_       Arts, entertainment, and recreation",Employment_Status_Occupation_       Business and financial operations occupations,Employment_Status_Occupation_       Community and social services occupations,Employment_Status_Occupation_       Computer and mathematical occupations,Employment_Status_Occupation_       Durable goods manufacturing,"Employment_Status_Occupation_       Education, training, and library occupations",Employment_Status_Occupation_       Educational services,Employment_Status_Occupation_       Federal,Employment_Status_Occupation_       Finance and insurance,Employment_Status_Occupation_       Health care and social assistance,Employment_Status_Occupation_       Healthcare practitioners and technical occupations,Employment_Status_Occupation_       Legal occupations,"Employment_Status_Occupation_       Life, physical, and social science occupations",Employment_Status_Occupation_       Local,Employment_Status_Occupation_       Management occupations,"Employment_Status_Occupation_       Management, administrative, and waste services",Employment_Status_Occupation_       Nondurable goods manufacturing,"Employment_Status_Occupation_       Other services, except private households",Employment_Status_Occupation_       Private households,Employment_Status_Occupation_       Professional and technical services,Employment_Status_Occupation_       Real estate and rental and leasing,Employment_Status_Occupation_       Retail trade,Employment_Status_Occupation_       State,Employment_Status_Occupation_       Transportation and warehousing,Employment_Status_Occupation_       Utilities,Employment_Status_Occupation_       Wholesale trade,"Employment_Status_Occupation_          Health services, except hospitals",Employment_Status_Occupation_          Hospitals,Employment_Status_Occupation_          Social assistance
13453,1224,694,530,12229,100,9.1,5.2,3.9,90.9,-0.19903249258639255,-0.8714921493424559,-1.4223518460775666,-0.8186502854235925,-0.40101548522033814,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3333,725,369,356,2608,100,21.7,11.1,10.7,78.3,-0.4940086513991723,-0.21363642424110582,-1.3365469249283228,-0.0581957700512609,0.15598605535327797,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10120,500,326,174,9621,100,4.9,3.2,1.7,95.1,-0.2961822492388624,-1.0770720634366278,-1.4223518460775666,-1.0748903938642695,-1.1357834749131936,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7705,1359,781,578,6347,100,17.6,10.1,7.5,82.4,-0.3665742871373667,-0.4397743297446948,-0.7359124768836103,-0.3888281680392312,0.049326185881735374,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7089,1288,759,529,5801,100,18.2,10.7,7.5,81.8,-0.38452935767379676,-0.4397743297446948,-0.6501075557343645,-0.3888281680392312,-0.09288697341365644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
616,70,22,48,546,100,11.4,3.6,7.8,88.6,-0.5732033375152121,-0.563122278201198,-1.8799780922068714,-0.42189140783802825,0.10265612061750752,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
8017,2186,1437,749,5831,100,27.3,17.9,9.3,72.7,-0.35748016050203196,0.0536174640813176,0.7799744634197119,-0.016866720302764465,-0.3773132920044392,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141185,31364,17038,14326,109821,100,22.2,12.1,10.1,77.8,3.524079633646215,-0.06973048437518546,0.06493345384267371,-0.0581957700512609,0.3693057942963665,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119526,27224,14197,13027,92302,100,22.8,11.9,10.9,77.2,2.8927665285349504,-0.008056510146933931,0.007730173076509839,0.007930709546333074,0.5470722434156059,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21659,4140,2841,1299,17519,100,19.1,13.1,6.0,80.9,0.040154697059622345,-0.4192163383352777,0.29374657690732514,-0.4466888376871259,-0.8158038664985633,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4215,1390,868,522,2826,100,33.0,20.6,12.4,67.0,-0.4683002549492838,0.4853352836790785,0.4367547788227328,0.4460186368803938,0.2270926350009747,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7270,1717,1201,517,5552,100,23.6,16.5,7.1,76.4,-0.3792535983116314,-0.23419441565052293,0.2651449365242432,-0.2565752088440431,-0.8750593495383097,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
10174,1032,772,260,9141,100,10.1,7.6,2.6,89.9,-0.2946082657827468,-0.9126081321612901,0.2651449365242432,-0.9509032446187806,-2.1312755899809344,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16090,5960,2779,3181,10130,100,37.0,17.3,19.8,63.0,-0.12216963381274629,0.5675672493167473,-0.22108294998814157,0.6526638856228753,0.4878167603758594,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6760,2839,1444,1395,3921,100,42.0,21.4,20.6,58.0,-0.39411899761939007,0.8759371204580052,0.6941695422704661,0.8014484647174619,0.12043276552943044,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9330,3121,1336,1786,6209,100,33.5,14.3,19.1,66.5,-0.3192090442449984,0.3414293438131583,-0.850319038415936,0.5204109264276873,0.8789029484381856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
